日期,HS编码,商品名称,进出口类型,金额美元,数量,单位,国家地区
2025-07,851761,无线耳机,出口,4450000000,52500000,副,美国
2025-07,851761,无线耳机,出口,3450000000,40500000,副,欧盟
2025-07,620342,棉制男裤,出口,2480000000,96000000,条,美国
2025-07,611020,棉制针织衫,出口,2200000000,104000000,件,美国
2025-07,940350,木质家具,出口,3600000000,9900000,件,美国
2025-07,950300,玩具,出口,3350000000,150000000,个,美国
2025-07,392410,塑料餐具,出口,945000000,139000000,套,美国
2025-07,870891,汽车配件,出口,2080000000,48600000,件,美国
2025-07,850440,锂电池,出口,4720000000,315000000,个,欧盟
2025-07,850440,锂电池,出口,4300000000,285000000,个,美国
2025-07,854143,太阳能电池,出口,3580000000,9800000,个,欧盟
2025-07,330410,口红化妆品,进口,1100000000,49000000,支,法国
2025-07,020120,冷冻牛肉,进口,1350000000,96000,吨,巴西
2025-07,100190,小麦,进口,1830000000,3280000,吨,美国
2025-07,100190,小麦,进口,1480000000,2660000,吨,澳大利亚
2025-08,851712,智能手机,出口,15200000000,103500000,台,美国
2025-08,851712,智能手机,出口,10500000000,71200000,台,欧盟
2025-08,851712,智能手机,出口,5350000000,35800000,台,东盟
2025-08,847130,笔记本电脑,出口,11800000000,144000000,台,美国
2025-08,847130,笔记本电脑,出口,7900000000,9650000,台,欧盟
2025-08,851761,无线耳机,出口,4650000000,55000000,副,美国
2025-08,851761,无线耳机,出口,3600000000,42500000,副,欧盟
2025-08,620342,棉制男裤,出口,2580000000,99500000,条,美国
2025-08,620342,棉制男裤,出口,2120000000,82500000,条,欧盟
2025-08,611020,棉制针织衫,出口,2350000000,111000000,件,美国
2025-08,940350,木质家具,出口,3800000000,10400000,件,美国
2025-08,940350,木质家具,出口,2950000000,8050000,件,欧盟
2025-08,950300,玩具,出口,3550000000,159000000,个,美国
2025-08,950300,玩具,出口,2620000000,118000000,个,欧盟
2025-08,392410,塑料餐具,出口,985000000,145000000,套,美国
2025-08,870891,汽车配件,出口,2180000000,50800000,件,美国
2025-08,870891,汽车配件,出口,1750000000,42800000,件,欧盟
2025-08,850440,锂电池,出口,4920000000,328000000,个,欧盟
2025-08,850440,锂电池,出口,4500000000,300000000,个,美国
2025-08,854143,太阳能电池,出口,3720000000,10200000,个,欧盟
2025-08,854143,太阳能电池,出口,3400000000,9400000,个,美国
2025-08,330410,口红化妆品,进口,1180000000,52500000,支,法国
2025-08,330410,口红化妆品,进口,955000000,43000000,支,韩国
2025-08,020120,冷冻牛肉,进口,1450000000,103000,吨,巴西
2025-08,020120,冷冻牛肉,进口,1150000000,82000,吨,阿根廷
2025-08,100190,小麦,进口,1980000000,3550000,吨,美国
2025-08,100190,小麦,进口,1600000000,2880000,吨,澳大利亚
2025-09,851712,智能手机,出口,14800000000,100500000,台,美国
2025-09,851712,智能手机,出口,10200000000,69200000,台,欧盟
2025-09,851712,智能手机,出口,5100000000,34200000,台,东盟
2025-09,847130,笔记本电脑,出口,11500000000,14000000,台,美国
2025-09,847130,笔记本电脑,出口,7750000000,9500000,台,欧盟
2025-09,851761,无线耳机,出口,4500000000,53000000,副,美国
2025-09,851761,无线耳机,出口,3500000000,41200000,副,欧盟
2025-09,620342,棉制男裤,出口,2520000000,97500000,条,美国
2025-09,611020,棉制针织衫,出口,2280000000,108000000,件,美国
2025-09,940350,木质家具,出口,3650000000,10000000,件,美国
2025-09,950300,玩具,出口,3380000000,152000000,个,美国
2025-09,392410,塑料餐具,出口,958000000,141000000,套,美国
2025-09,870891,汽车配件,出口,2120000000,49500000,件,美国
2025-09,850440,锂电池,出口,4800000000,320000000,个,欧盟
2025-09,850440,锂电池,出口,4380000000,292000000,个,美国
2025-09,854143,太阳能电池,出口,3620000000,9900000,个,欧盟
2025-09,330410,口红化妆品,进口,1120000000,50000000,支,法国
2025-09,020120,冷冻牛肉,进口,1380000000,98500,吨,巴西
2025-09,100190,小麦,进口,1880000000,3370000,吨,美国
2025-09,100190,小麦,进口,1520000000,2730000,吨,澳大利亚
2025-10,851712,智能手机,出口,15800000000,107000000,台,美国
2025-10,851712,智能手机,出口,10800000000,73200000,台,欧盟
2025-10,851712,智能手机,出口,5500000000,36800000,台,东盟
2025-10,847130,笔记本电脑,出口,12200000000,14900000,台,美国
2025-10,847130,笔记本电脑,出口,8200000000,10000000,台,欧盟
2025-10,851761,无线耳机,出口,4700000000,55500000,副,美国
2025-10,851761,无线耳机,出口,3650000000,43000000,副,欧盟
2025-10,620342,棉制男裤,出口,2620000000,101000000,条,美国
2025-10,620342,棉制男裤,出口,2150000000,83500000,条,欧盟
2025-10,611020,棉制针织衫,出口,2380000000,112000000,件,美国
2025-10,940350,木质家具,出口,3850000000,10500000,件,美国
2025-10,940350,木质家具,出口,2980000000,8120000,件,欧盟
2025-10,950300,玩具,出口,3650000000,164000000,个,美国
2025-10,950300,玩具,出口,2680000000,121000000,个,欧盟
2025-10,392410,塑料餐具,出口,995000000,147000000,套,美国
2025-10,870891,汽车配件,出口,2220000000,51800000,件,美国
2025-10,870891,汽车配件,出口,1780000000,43500000,件,欧盟
2025-10,850440,锂电池,出口,5000000000,333000000,个,欧盟
2025-10,850440,锂电池,出口,4580000000,305000000,个,美国
2025-10,854143,太阳能电池,出口,3750000000,10300000,个,欧盟
2025-10,854143,太阳能电池,出口,3450000000,9550000,个,美国
2025-10,330410,口红化妆品,进口,1200000000,53500000,支,法国
2025-10,330410,口红化妆品,进口,975000000,44000000,支,韩国
2025-10,020120,冷冻牛肉,进口,1480000000,105000,吨,巴西
2025-10,020120,冷冻牛肉,进口,1180000000,84500,吨,阿根廷
2025-10,100190,小麦,进口,2020000000,3620000,吨,美国
2025-10,100190,小麦,进口,1620000000,2910000,吨,澳大利亚
2025-11,851712,智能手机,出口,16200000000,110000000,台,美国
2025-11,851712,智能手机,出口,11200000000,76000000,台,欧盟
2025-11,851712,智能手机,出口,5650000000,37800000,台,东盟
2025-11,847130,笔记本电脑,出口,12500000000,15300000,台,美国
2025-11,847130,笔记本电脑,出口,8450000000,10400000,台,欧盟
2025-11,851761,无线耳机,出口,4820000000,57000000,副,美国
2025-11,851761,无线耳机,出口,3750000000,44500000,副,欧盟
2025-11,620342,棉制男裤,出口,2680000000,103500000,条,美国
2025-11,611020,棉制针织衫,出口,2420000000,114000000,件,美国
2025-11,940350,木质家具,出口,3950000000,10800000,件,美国
2025-11,950300,玩具,出口,3780000000,170000000,个,美国
2025-11,392410,塑料餐具,出口,1025000000,151000000,套,美国
2025-11,870891,汽车配件,出口,2280000000,53200000,件,美国
2025-11,850440,锂电池,出口,5100000000,340000000,个,欧盟
2025-11,850440,锂电池,出口,4650000000,310000000,个,美国
2025-11,854143,太阳能电池,出口,3820000000,10500000,个,欧盟
2025-11,854143,太阳能电池,出口,3520000000,9750000,个,美国
2025-11,330410,口红化妆品,进口,1250000000,55500000,支,法国
2025-11,020120,冷冻牛肉,进口,1520000000,108000,吨,巴西
2025-11,100190,小麦,进口,2080000000,3730000,吨,美国
2025-11,100190,小麦,进口,1680000000,3020000,吨,澳大利亚
2025-12,851712,智能手机,出口,16800000000,114000000,台,美国
2025-12,851712,智能手机,出口,11500000000,78000000,台,欧盟
2025-12,851712,智能手机,出口,5800000000,38800000,台,东盟
2025-12,847130,笔记本电脑,出口,12800000000,15600000,台,美国
2025-12,847130,笔记本电脑,出口,8650000000,10600000,台,欧盟
2025-12,851761,无线耳机,出口,4950000000,58500000,副,美国
2025-12,851761,无线耳机,出口,3850000000,45500000,副,欧盟
2025-12,620342,棉制男裤,出口,2750000000,106000000,条,美国
2025-12,620342,棉制男裤,出口,2200000000,85000000,条,欧盟
2025-12,611020,棉制针织衫,出口,2480000000,117000000,件,美国
2025-12,940350,木质家具,出口,4050000000,11100000,件,美国
2025-12,940350,木质家具,出口,3050000000,8350000,件,欧盟
2025-12,950300,玩具,出口,3850000000,173000000,个,美国
2025-12,950300,玩具,出口,2750000000,124000000,个,欧盟
2025-12,392410,塑料餐具,出口,1050000000,155000000,套,美国
2025-12,870891,汽车配件,出口,2350000000,54800000,件,美国
2025-12,870891,汽车配件,出口,1820000000,44500000,件,欧盟
2025-12,850440,锂电池,出口,5180000000,345000000,个,欧盟
2025-12,850440,锂电池,出口,4720000000,315000000,个,美国
2025-12,854143,太阳能电池,出口,3900000000,10700000,个,欧盟
2025-12,854143,太阳能电池,出口,3580000000,9900000,个,美国
2025-12,330410,口红化妆品,进口,1280000000,57000000,支,法国
2025-12,330410,口红化妆品,进口,1020000000,46000000,支,韩国
2025-12,020120,冷冻牛肉,进口,1550000000,110000,吨,巴西
2025-12,020120,冷冻牛肉,进口,1200000000,85700,吨,阿根廷
2025-12,100190,小麦,进口,2120000000,3800000,吨,美国
2025-12,100190,小麦,进口,1700000000,3060000,吨,澳大利亚
